"year","exp_unit","richness","Evar"
2008,"California_Sedgwick::G::G::2008",21,0.224385760905306
2009,"California_Sedgwick::G::G::2009",19,0.247983714933501
2008,"California_Sedgwick::G::U::2008",18,0.236414975713695
2009,"California_Sedgwick::G::U::2009",20,0.216249733822998
2008,"California_Sedgwick::H::G::2008",20,0.224874549134537
2009,"California_Sedgwick::H::G::2009",20,0.180686443841662
2010,"California_Sedgwick::H::G::2010",21,0.201851209821527
2008,"California_Sedgwick::H::U::2008",19,0.216128279388601
2009,"California_Sedgwick::H::U::2009",20,0.196602588645684
2010,"California_Sedgwick::H::U::2010",17,0.179538637177668
2008,"California_Sedgwick::I::G::2008",21,0.217245599390302
2009,"California_Sedgwick::I::G::2009",23,0.20005160995271
