genus_species,species_matched,AccSpeciesID,AccSpeciesName,ObsNum,ObsGRNum,MeasNum,MeasGRNum,TraitNum,match,old
artemesia ludoviciana,Artemisia ludoviciana,282217,Artemisia ludoviciana subsp. candicans,2,NA,2,NA,1,1,Artemisia ludoviciana
artemesia ludoviciana,Artemisia ludoviciana,282218,Artemisia ludoviciana subsp. estesii,1,NA,1,NA,1,1,Artemisia ludoviciana subsp. estesii
artemesia ludoviciana,Artemisia ludoviciana,282219,Artemisia ludoviciana subsp. mexicana,2,NA,2,NA,1,1,Artemisia ludoviciana
artemesia ludoviciana,Artemisia ludoviciana,282220,Artemisia ludoviciana subsp. redolens,2,NA,2,NA,1,1,Artemisia ludoviciana
artemesia ludoviciana,Artemisia ludoviciana,282221,Artemisia ludoviciana subsp. sulcata,2,NA,2,NA,1,1,Artemisia ludoviciana
asclepias sullivans,Asclepias sullivantii,5511,Asclepias sullivantii,21,5,69,29,34,1,Asclepias sullivantii
asclepias veridiflora,Asclepias viridiflora,5516,Asclepias viridiflora,93,58,627,563,44,1,Asclepias viridiflora
aster sericea,Noticastrum sericeum,91634,Noticastrum sericeum,17,3,45,21,20,1,Noticastrum sericeum
baptisa australis,Baptisia australis,6890,Baptisia australis,92,58,747,591,65,1,Baptisia australis
baptisa australis,Baptisia australis,206570,Baptisia australis var. minor,8,NA,8,NA,2,1,Baptisia australis
baptisa australis,Baptisia australis,285374,Baptisia australis var. aberrans,1,NA,1,NA,1,1,Baptisia australis var. aberrans
baptisa australis,Baptisia australis,285375,Baptisia australis var. australis,1,NA,1,NA,1,1,Baptisia australis var. australis
baptisa brachteata,Baptisia bracteata,6892,Baptisia leucophaea,29,8,163,130,35,1,Baptisia bracteata
baptisa brachteata,Baptisia bracteata,65933,Baptisia bracteata,78,64,526,498,34,1,Baptisia bracteata
baptisa brachteata,Baptisia bracteata,206571,Baptisia bracteata var. leucophaea,7,NA,7,NA,2,1,Baptisia bracteata
baptisa brachteata,Baptisia bracteata,285377,Baptisia bracteata var. bracteata,1,NA,1,NA,1,1,Baptisia bracteata var. bracteata
baptisa brachteata,Baptisia bracteata,285378,Baptisia bracteata var. laevicaulis,6,NA,6,NA,1,1,Baptisia bracteata var. laevicaulis
becium obovatum,Ocimum obovatum,69953,Ocimum obovatum,59,2,80,7,30,1,Ocimum obovatum
becium obovatum,Ocimum obovatum,354506,Ocimum obovatum var. galpinii,17,NA,17,NA,16,1,Ocimum obovatum
bothriochloa radicans,Bothriochloa radicans,7854,Bothriochloa radicans,31,16,94,70,16,1,Bothriochloa radicans
brachiaria deflexa,Brachiaria deflexa,7969,Brachiaria deflexa,80,46,271,205,26,1,Brachiaria deflexa
carex helophila,Carex disperma,10432,Carex disperma,22,1,115,3,54,1,Carex disperma
chaemacrista mimmosoides,Chamaecrista mimosoides,10973,Cassia mimosoides,14,NA,24,NA,11,1,Chamaecrista mimosoides
chaemacrista mimmosoides,Chamaecrista mimosoides,11974,Chamaecrista mimosoides,40,7,70,23,30,1,Chamaecrista mimosoides
circium altissimum,Cirsium altissimum,13014,Cirsium altissimum,37,6,178,36,40,1,Cirsium altissimum
circium undulata,Cirsium undulatum,13071,Cirsium undulatum,112,4,236,26,30,1,Cirsium undulatum
circium undulata,Cirsium undulatum,214626,Cirsium undulatum var. undulatum,20,NA,32,NA,8,1,Cirsium undulatum
commelina benaghalensis,Commelina benghalensis,14078,Commelina benghalensis,35,3,69,15,34,1,Commelina benghalensis
crotolaria sphaerocopa,Crotalaria sphaerocarpa,15478,Crotalaria sphaerocarpa,23,NA,36,NA,15,1,Crotalaria sphaerocarpa
crotolaria sphaerocopa,Crotalaria sphaerocarpa,217128,Crotalaria sphaerocarpa subsp. sphaerocarpa,6,NA,10,NA,2,1,Crotalaria sphaerocarpa
crotolaria virgata,Crotalaria paulina,15432,Crotalaria paulina,19,NA,42,NA,16,1,Crotalaria paulina
digitaria eriantha,Digitaria eriantha,17956,Digitaria eriantha,79,38,398,240,77,1,Digitaria eriantha
digitaria eriantha,Digitaria eriantha,220916,Digitaria eriantha subsp. pentzii,32,NA,45,NA,5,1,Digitaria eriantha
digitaria eriantha,Digitaria eriantha,309726,Digitaria eriantha subsp. eriantha,1,NA,1,NA,1,1,Digitaria eriantha
eragrostis nitens,Eragrostis nindensis,21209,Eragrostis nindensis,32,2,60,6,25,1,Eragrostis nindensis
eupatorium altissima,Eupatorium altissimum,23284,Eupatorium altissimum,87,58,712,559,51,1,Eupatorium altissimum
evolovulous elsinoides,Evolvulus alsinoides,23784,Evolvulus alsinoides,142,6,192,25,44,1,Evolvulus alsinoides
evolovulous elsinoides,Evolvulus alsinoides,227714,Evolvulus alsinoides var. villosicalyx,9,NA,17,NA,3,1,Evolvulus alsinoides var. villosicalyx
evolovulous elsinoides,Evolvulus alsinoides,320127,Evolvulus alsinoides var. angustifolius,1,NA,1,NA,1,1,Evolvulus alsinoides var. angustifolius
heliotropium steudnei,Heliotropium steudneri,28369,Heliotropium steudneri,32,NA,39,NA,25,1,Heliotropium steudneri
heliotropium steudnei,Heliotropium steudneri,233021,Heliotropium steudneri subsp. bullatum,6,NA,6,NA,1,1,Heliotropium steudneri subsp. bullatum
hibiscus micranthus,Hibiscus micranthus,28784,Hibiscus micranthus,113,1,131,7,50,1,Hibiscus micranthus
hibiscus vitifolius,Hibiscus vitifolius,28827,Hibiscus vitifolius,29,NA,41,NA,14,1,Hibiscus vitifolius
hibiscus vitifolius,Hibiscus vitifolius,233450,Hibiscus vitifolius subsp. vulgaris,4,NA,4,NA,1,1,Hibiscus vitifolius
ipomea plebia,Ipomoea biflora,234913,Ipomoea biflora,29,NA,41,NA,11,1,Ipomoea biflora
kuhnia eupatoriodes,Brickellia eupatorioides,8309,Brickellia eupatorioides,110,60,639,564,46,1,Brickellia eupatorioides
kuhnia eupatoriodes,Brickellia eupatorioides,288649,Brickellia eupatorioides var. chlorolepis,2,NA,2,NA,1,1,Brickellia eupatorioides var. chlorolepis
kuhnia eupatoriodes,Brickellia eupatorioides,288650,Brickellia eupatorioides var. corymbulosa,2,NA,2,NA,1,1,Brickellia eupatorioides var. corymbulosa
kuhnia eupatoriodes,Brickellia eupatorioides,288651,Brickellia eupatorioides var. eupatorioides,12,1,17,5,6,1,Brickellia eupatorioides var. eupatorioides
kuhnia eupatoriodes,Brickellia eupatorioides,288652,Brickellia eupatorioides var. floridana,1,NA,1,NA,1,1,Brickellia eupatorioides var. floridana
kuhnia eupatoriodes,Brickellia eupatorioides,288653,Brickellia eupatorioides var. gracillima,1,NA,1,NA,1,1,Brickellia eupatorioides var. gracillima
kuhnia eupatoriodes,Brickellia eupatorioides,288654,Brickellia eupatorioides var. texana,1,NA,1,NA,1,1,Brickellia eupatorioides var. texana
panicum coloratum,Panicum coloratum,39965,Panicum coloratum,76,18,341,108,92,1,Panicum coloratum
panicum coloratum,Panicum coloratum,61998,Panicum makarikariense,7,NA,13,NA,5,1,Panicum coloratum
panicum maximum,Panicum maximum,40030,Panicum maximum,474,200,1556,1131,111,1,Panicum maximum
phyllanthus burchelli,Phyllanthus parvulus,41756,Phyllanthus parvulus,16,NA,22,NA,10,1,Phyllanthus parvulus
phyllanthus maderaspatensis,Phyllanthus maderaspatensis,41737,Phyllanthus maderaspatensis,54,4,74,17,32,1,Phyllanthus maderaspatensis
phyllanthus nummulariifolius,Phyllanthus nummulariifolius,41750,Phyllanthus nummulariifolius,18,NA,23,NA,10,1,Phyllanthus nummulariifolius
schizachrium scoparius,Schizachyrium scoparium,48859,Schizachyrium scoparium,679,560,4388,3703,181,1,Schizachyrium scoparium
schizachyrium scoparius,Schizachyrium scoparium,48859,Schizachyrium scoparium,679,560,4388,3703,181,1,Schizachyrium scoparium
shrankia nutans,Mimosa nuttallii,90642,Mimosa nuttallii,7,1,12,2,5,1,Mimosa nuttallii
sida cordifolia,Sida cordifolia,50074,Sida cordifolia,159,2,200,8,38,1,Sida cordifolia
solanum panduriforme,Solanum panduriforme,98144,Solanum panduriforme,26,NA,25,NA,20,1,Solanum panduriforme
solidego canadensis,Solidago canadensis,50873,Solidago canadensis,2466,1628,14159,11999,265,1,Solidago canadensis
solidego canadensis,Solidago canadensis,262983,Solidago canadensis var. lepida,11,3,19,9,6,1,Solidago canadensis var. lepida
solidego canadensis,Solidago canadensis,262984,Solidago canadensis var. salebrosa,2,NA,2,NA,2,1,Solidago canadensis var. salebrosa
solidego canadensis,Solidago canadensis,385868,Solidago canadensis var. canadensis,1,NA,1,NA,1,1,Solidago canadensis
solidego canadensis,Solidago canadensis,385869,Solidago canadensis var. hargeri,1,NA,1,NA,1,1,Solidago canadensis var. hargeri
solidego missouriensis,Solidago missouriensis,50885,Solidago missouriensis,228,180,1600,1412,86,1,Solidago missouriensis
solidego rigida,Solidago rigida,50893,Solidago rigida,320,170,1669,1316,86,1,Solidago rigida
solidego rigida,Solidago rigida,263020,Solidago rigida subsp. rigida,4,NA,87,NA,43,1,Solidago rigida subsp. rigida
solidego rigida,Solidago rigida,355261,Oligoneuron rigidum var. humile,1,NA,1,NA,1,1,Solidago rigida
solidego rigida,Solidago rigida,385892,Solidago rigida subsp. glabrata,6,NA,6,NA,1,1,Solidago rigida
solidego rigida,Solidago rigida,385893,Solidago rigida subsp. humilis,3,NA,3,NA,1,1,Solidago rigida
sporobolus herterolepis,Sporobolus heterolepis,51464,Sporobolus heterolepis,147,123,899,754,93,1,Sporobolus heterolepis
talinum caffrum,Talinum caffrum,52941,Talinum caffrum,16,NA,26,NA,14,1,Talinum caffrum
themeda triandra,Themeda triandra,54093,Themeda triandra,406,224,1307,921,107,1,Themeda triandra
tragia rupestris,Tragia rupestris,54626,Tragia rupestris,6,NA,10,NA,6,1,Tragia rupestris
triodanus perfoliata,Triodanis perfoliata,55096,Triodanis perfoliata,32,4,62,20,24,1,Triodanis perfoliata
triodanus perfoliata,Triodanis perfoliata,267898,Triodanis perfoliata subsp. biflora,17,NA,23,NA,9,1,Triodanis perfoliata
urochloa mosambicensis,Urochloa mosambicensis,55563,Urochloa mosambicensis,159,123,727,555,53,1,Urochloa mosambicensis
urochloa mosambicensis,Urochloa mosambicensis,268494,Urochloa pullalans,3,NA,5,NA,1,1,Urochloa mosambicensis
vernonia fastigata,Vernonia fastigiata,56113,Vernonia fastigiata,43,NA,52,NA,30,1,Vernonia fastigiata
viola pedaddifida,Viola pedatifida,56552,Viola pedatifida,80,49,473,293,41,1,Viola pedatifida
viola pedaddifida,Viola pedatifida,399484,Viola brittoniana var. brittoniana,1,NA,1,NA,1,1,Viola pedatifida
viola pedaddifida,Viola pedatifida,399683,Viola pedatifida subsp. brittoniana,5,NA,5,NA,1,1,Viola pedatifida
bromus madritensis,Bromus madritensis,8474,Bromus madritensis,226,36,548,223,119,1,Bromus madritensis
cynodon dactylon,Cynodon dactylon,16277,Cynodon dactylon,573,97,1459,428,218,1,Cynodon dactylon
eremocarpus setigerus,Croton setigerus,15586,Croton setigerus,26,1,53,11,19,1,Croton setigerus
erodium cicutarium,Erodium cicutarium,21900,Erodium cicutarium,690,97,1624,540,199,1,Erodium cicutarium
erodium cicutarium,Erodium cicutarium,224954,Erodium cicutarium subsp. cicutarium,2,NA,2,NA,2,1,Erodium cicutarium
erodium moschatum,Erodium moschatum,21910,Erodium moschatum,280,4,383,33,112,1,Erodium moschatum
erodium moschatum,Erodium moschatum,317930,Erodium moschatum var. praecox,1,NA,1,NA,1,1,Erodium moschatum var. praecox
hirschfeldia incana,Hirschfeldia incana,29248,Hirschfeldia incana,203,1,416,5,121,1,Hirschfeldia incana
hordeum murinum,Hordeum murinum,29530,Hordeum murinum,786,98,1677,633,159,1,Hordeum murinum
hordeum murinum,Hordeum murinum,233902,Hordeum murinum ssp. glaucum,5,NA,5,NA,3,1,Hordeum murinum
hordeum murinum,Hordeum murinum,233903,Hordeum murinum ssp. leporinum,9,NA,9,NA,7,1,Hordeum murinum
hordeum murinum,Hordeum murinum,233904,Hordeum murinum ssp. murinum,6,NA,6,NA,6,1,Hordeum murinum
hordeum murinum,Hordeum murinum,233905,Hordeum murinum subsp. glaucum,17,NA,38,NA,18,1,Hordeum murinum
hordeum murinum,Hordeum murinum,233906,Hordeum murinum subsp. leporinum,45,21,218,177,49,1,Hordeum murinum
lolium multiflorum,Lolium multiflorum,34016,Lolium multiflorum,765,129,2100,584,189,1,Lolium multiflorum
lolium multiflorum,Lolium multiflorum,238378,Lolium perenne ssp. multiflorum,1,NA,82,NA,42,1,Lolium multiflorum
medicago polymorpha,Medicago polymorpha,35819,Medicago hispida,22,NA,30,NA,7,1,Medicago polymorpha
medicago polymorpha,Medicago polymorpha,35836,Medicago polymorpha,545,21,943,175,177,1,Medicago polymorpha
medicago polymorpha,Medicago polymorpha,90180,Medicago nigra,1,NA,25,NA,19,1,Medicago polymorpha
medicago polymorpha,Medicago polymorpha,240609,Medicago polymorpha var. polymorpha,7,NA,11,NA,2,1,Medicago polymorpha
medicago polymorpha,Medicago polymorpha,240610,Medicago polymorpha var. vulgaris,13,NA,17,NA,2,1,Medicago polymorpha
medicago polymorpha,Medicago polymorpha,346641,Medicago apiculata,1,NA,1,NA,1,1,Medicago polymorpha
medicago polymorpha,Medicago polymorpha,346649,Medicago denticulata,1,NA,1,NA,1,1,Medicago polymorpha
medicago polymorpha,Medicago polymorpha,346666,Medicago polycarpa,2,NA,4,NA,2,1,Medicago polymorpha
sherardia arvensis,Sherardia arvensis,49914,Sherardia arvensis,359,3,637,35,137,1,Sherardia arvensis
taeniatherum caput-medusae,Taeniatherum caput-medusae,52915,Taeniatherum caput-medusae,75,18,246,144,64,1,Taeniatherum caput-medusae
trifolium subterraneum,Trifolium subterraneum,55016,Trifolium subterraneum,450,95,1557,946,148,1,Trifolium subterraneum
trifolium subterraneum,Trifolium subterraneum,267836,Trifolium subterraneum var. subterraneum,7,4,31,28,11,1,Trifolium subterraneum
visia sativa,Vicia sativa,56350,Vicia angustifolia,172,12,292,58,98,1,Vicia sativa
visia sativa,Vicia sativa,56395,Vicia sativa,1095,190,3241,1093,225,1,Vicia sativa
visia sativa,Vicia sativa,269539,Vicia sativa ssp. cordata,6,NA,6,NA,5,1,Vicia sativa
visia sativa,Vicia sativa,269540,Vicia sativa ssp. macrocarpa,1,NA,1,NA,1,1,Vicia sativa
visia sativa,Vicia sativa,269541,Vicia sativa ssp. nigra,30,NA,39,NA,15,1,Vicia sativa
visia sativa,Vicia sativa,269542,Vicia sativa ssp. sativa,6,NA,6,NA,6,1,Vicia sativa
visia sativa,Vicia sativa,269543,Vicia sativa subsp. angustifolia,3,1,6,4,4,1,Vicia sativa
visia sativa,Vicia sativa,269544,Vicia sativa subsp. cordata,6,NA,6,NA,1,1,Vicia sativa
visia sativa,Vicia sativa,269545,Vicia sativa subsp. macrocarpa,4,NA,4,NA,1,1,Vicia sativa
visia sativa,Vicia sativa,269546,Vicia sativa subsp. nigra,67,3,155,29,56,1,Vicia sativa
visia sativa,Vicia sativa,269547,Vicia sativa subsp. sativa,14,NA,24,NA,9,1,Vicia sativa
visia sativa,Vicia sativa,269548,Vicia sativa var. segetalis,1,NA,1,NA,1,1,Vicia sativa var. segetalis
visia sativa,Vicia sativa,399303,Vicia sativa subsp. amphicarpa,1,NA,3,NA,1,1,Vicia sativa
vulpia bromoides,Vulpia bromoides,56829,Vulpia bromoides,382,10,907,90,154,1,Vulpia bromoides
dalea aurea,Dalea aurea,80706,Dalea aurea,10,4,28,18,13,1,Dalea aurea
lesquerella ovalifolia,Physaria ovalifolia,250575,Physaria ovalifolia,20,NA,38,NA,11,1,Physaria ovalifolia
lesquerella ovalifolia,Physaria ovalifolia,365112,Physaria ovalifolia subsp. alba,1,NA,1,NA,1,1,Physaria ovalifolia
paronychia jamesii,Paronychia jamesii,360102,Paronychia jamesii,8,2,9,3,4,1,Paronychia jamesii
scutellaria resinosa,Scutellaria resinosa,382324,Scutellaria resinosa,4,NA,4,NA,2,1,Scutellaria resinosa
hybanthus verticillatus,Hybanthus verticillatus,86460,Hybanthus verticillatus,11,4,27,18,13,1,Hybanthus verticillatus
leucelene ericoides,Chaetopappa ericoides,64973,Chaetopappa ericoides,78,57,208,172,34,1,Chaetopappa ericoides
mimosa nutallii,Mimosa nuttallii,90642,Mimosa nuttallii,7,1,12,2,5,1,Mimosa nuttallii
solidago missourensis,Solidago missouriensis,50885,Solidago missouriensis,228,180,1600,1412,86,1,Solidago missouriensis
arenaria stricta,Arenaria stricta,281510,Arenaria stricta subsp. macra,1,NA,1,NA,1,1,Arenaria stricta
arenaria stricta,Arenaria stricta,281511,Arenaria stricta var. litorea,1,NA,1,NA,1,1,Arenaria stricta
thelasperma megapotamicum,Thelesperma megapotamicum,54039,Thelesperma ambiguum,17,NA,30,NA,9,1,Thelesperma megapotamicum
thelasperma megapotamicum,Thelesperma megapotamicum,54042,Thelesperma megapotamicum,25,NA,45,NA,15,1,Thelesperma megapotamicum
clematis fremontii,Clematis fremontii,299067,Clematis fremontii,58,51,531,515,16,1,Clematis fremontii
stenosiphon linifolius,Stenosiphon linifolius,71725,Stenosiphon linifolius,23,5,144,22,33,1,Stenosiphon linifolius
hedeoma drummondii,Hedeoma drummondii,27980,Hedeoma drummondii,26,1,49,6,14,1,Hedeoma drummondii
portulaca oleracera,Portulaca oleracea,43573,Portulaca oleracea,792,151,1689,627,210,1,Portulaca oleracea
helianthus annus,Helianthus petiolaris,28149,Helianthus petiolaris,42,2,183,10,34,1,Helianthus petiolaris
helianthus annus,Helianthus petiolaris,232836,Helianthus annus,2,NA,4,NA,2,1,Helianthus petiolaris
helianthus annus,Helianthus petiolaris,232851,Helianthus niveus subsp. canescens,7,NA,7,NA,2,1,Helianthus petiolaris
helianthus annus,Helianthus petiolaris,232857,Helianthus petiolaris ssp. fallax,4,NA,4,NA,4,1,Helianthus petiolaris
helianthus annus,Helianthus petiolaris,232858,Helianthus petiolaris subsp. fallax,6,NA,14,NA,3,1,Helianthus petiolaris
helianthus annus,Helianthus petiolaris,232859,Helianthus petiolaris subsp. petiolaris,15,2,47,33,19,1,Helianthus petiolaris
calylophus lavandulifolius,Calylophus lavandulifolia,77411,Calylophus lavandulifolius,6,NA,6,NA,2,1,Calylophus lavandulifolia
calylophus lavandulifolius,Calylophus lavandulifolia,291769,Calylophus lavandulifolia,1,NA,1,NA,1,1,Calylophus lavandulifolia
hedyotis nigricans,Stenaria nigricans,98626,Stenaria nigricans,114,63,611,542,48,1,Stenaria nigricans
hedyotis nigricans,Stenaria nigricans,388140,Stenaria nigricans var. floridana,2,NA,2,NA,1,1,Stenaria nigricans
hedyotis nigricans,Stenaria nigricans,388141,Stenaria nigricans var. gypsophila,1,NA,1,NA,1,1,Stenaria nigricans
hymenopappus scabiosaeus,Hymenopappus scabiosaeus,68611,Hymenopappus scabiosaeus,19,2,31,9,13,1,Hymenopappus scabiosaeus
hymenopappus scabiosaeus,Hymenopappus scabiosaeus,332219,Hymenopappus scabiosaeus var. corymbosus,2,NA,2,NA,1,1,Hymenopappus scabiosaeus
hymenopappus scabiosaeus,Hymenopappus scabiosaeus,332220,Hymenopappus scabiosaeus var. scabiosaeus,2,NA,2,NA,1,1,Hymenopappus scabiosaeus
castilleja sessiliflora,Castilleja sessiliflora,11153,Castilleja sessiliflora,18,NA,108,NA,50,1,Castilleja sessiliflora
argythamnia mercurialina,Ditaxis mercurialina,281760,Argythamnia mercurialina var. mercurialina,1,NA,1,NA,1,1,Ditaxis mercurialina
argythamnia mercurialina,Ditaxis mercurialina,311419,Ditaxis mercurialina,6,NA,6,NA,2,1,Ditaxis mercurialina
salsola iberica,Salsola iberica,48004,Salsola iberica,11,NA,24,NA,15,1,Salsola iberica
ulmus pumila,Ulmus pumila,55471,Ulmus pumila,211,68,1015,628,177,1,Ulmus pumila
ulmus pumila,Ulmus pumila,397314,Ulmus pumila x rubra,1,NA,1,NA,1,1,Ulmus pumila x rubra
symphyotrichum novae-angliae,Symphyotrichum novae-angliae,71836,Symphyotrichum novae-angliae,600,348,2106,1638,150,1,Symphyotrichum novae-angliae
lespedeza virginica,Lespedeza virginica,33031,Lespedeza virginica,68,52,524,488,38,1,Lespedeza virginica
fraxinus pennsylvanica,Fraxinus pennsylvanica,25263,Fraxinus pennsylvanica,528,304,3025,2413,180,1,Fraxinus pennsylvanica
erigeron spp,Erigeron glabellus,21651,Erigeron glabellus,31,4,66,31,19,1,Erigeron glabellus
erigeron spp,Erigeron glabellus,224502,Erigeron glabellus var. pubescens,4,NA,4,NA,2,1,Erigeron glabellus
erigeron spp,Erigeron glabellus,317073,Erigeron glabellus var. glabellus,6,NA,6,NA,1,1,Erigeron glabellus
bidens frondosa,Bidens frondosa,7395,Bidens frondosa,639,76,2058,347,196,1,Bidens frondosa
asclepias speciosa,Asclepias speciosa,5509,Asclepias speciosa,32,1,204,5,74,1,Asclepias speciosa
prunus angustifolia,Prunus angustifolia,44297,Prunus angustifolia,26,NA,125,NA,53,1,Prunus angustifolia
prunus angustifolia,Prunus angustifolia,370718,Prunus angustifolia var. watsonii,2,NA,2,NA,1,1,Prunus angustifolia
myrabilis nyctaginea,Oxybaphus nyctagineus,39620,Oxybaphus nyctagineus,35,4,68,22,24,1,Oxybaphus nyctagineus
oenothera laciniata,Oenothera laciniata,38732,Oenothera laciniata,51,5,99,32,34,1,Oenothera laciniata
brickellia eupatoroides,Brickellia eupatorioides,8309,Brickellia eupatorioides,110,60,639,564,46,1,Brickellia eupatorioides
brickellia eupatoroides,Brickellia eupatorioides,288649,Brickellia eupatorioides var. chlorolepis,2,NA,2,NA,1,1,Brickellia eupatorioides var. chlorolepis
brickellia eupatoroides,Brickellia eupatorioides,288650,Brickellia eupatorioides var. corymbulosa,2,NA,2,NA,1,1,Brickellia eupatorioides var. corymbulosa
brickellia eupatoroides,Brickellia eupatorioides,288651,Brickellia eupatorioides var. eupatorioides,12,1,17,5,6,1,Brickellia eupatorioides var. eupatorioides
brickellia eupatoroides,Brickellia eupatorioides,288652,Brickellia eupatorioides var. floridana,1,NA,1,NA,1,1,Brickellia eupatorioides var. floridana
brickellia eupatoroides,Brickellia eupatorioides,288653,Brickellia eupatorioides var. gracillima,1,NA,1,NA,1,1,Brickellia eupatorioides var. gracillima
brickellia eupatoroides,Brickellia eupatorioides,288654,Brickellia eupatorioides var. texana,1,NA,1,NA,1,1,Brickellia eupatorioides var. texana
nuttallanthus texanus,Nuttallanthus texanus,69942,Nuttallanthus texanus,13,NA,18,NA,8,1,Nuttallanthus texanus
grindelia papposa,Grindelia ciliata,231758,Grindelia ciliata,19,NA,34,NA,10,1,Grindelia ciliata
bothriochloa laguroides,Bothriochloa laguroides,7847,Bothriochloa laguroides,59,6,126,54,51,1,Bothriochloa laguroides
bothriochloa laguroides,Bothriochloa laguroides,209478,Bothriochloa laguroides subsp. torreyana,5,NA,5,NA,2,1,Bothriochloa laguroides
arthropodium strictum,Dichopogon strictus,17734,Dichopogon strictus,27,NA,29,NA,13,1,Dichopogon strictus
astroloma humifusum,Astroloma humifusum,5945,Astroloma humifusum,54,4,91,21,25,1,Astroloma humifusum
austrodanthonia setacea,Rytidosperma setaceum,258817,Rytidosperma setaceum,46,6,83,34,23,1,Rytidosperma setaceum
brachyloma daphnoides,Brachyloma daphnoides,8133,Brachyloma daphnoides,83,11,159,55,28,1,Brachyloma daphnoides
brachyloma daphnoides,Brachyloma daphnoides,209597,Brachyloma daphnoides subsp. glabrum,9,NA,8,NA,5,1,Brachyloma daphnoides
brachyscome perpusilla,Brachyscome perpusilla,8174,Brachyscome perpusilla,15,1,22,6,15,1,Brachyscome perpusilla
brunonia australis,Brunonia australis,8644,Brunonia australis,46,7,103,46,47,1,Brunonia australis
bulbine bulbosa,Bulbine bulbosa,8784,Bulbine bulbosa,38,5,76,43,41,1,Bulbine bulbosa
burchardia umbellata,Burchardia umbellata,8904,Burchardia umbellata,55,2,73,9,22,1,Burchardia umbellata
carex breviculmis,Carex breviculmis,10388,Carex breviculmis,40,5,63,26,22,1,Carex breviculmis
centrolepis aristata,Centrolepis aristata,11672,Centrolepis aristata,17,NA,26,NA,13,1,Centrolepis aristata
centrolepis strigosa,Centrolepis strigosa,11675,Centrolepis strigosa,31,NA,32,NA,14,1,Centrolepis strigosa
chamaescilla corymbosa,Chamaescilla corymbosa,66576,Chamaescilla corymbosa,8,NA,15,NA,8,1,Chamaescilla corymbosa
cheilanthes austrotenuifolia,Cheilanthes austrotenuifolia,12117,Cheilanthes austrotenuifolia,24,NA,21,NA,11,1,Cheilanthes austrotenuifolia
chrysocephalum apiculatum,Chrysocephalum apiculatum,12624,Chrysocephalum apiculatum,105,20,333,197,62,1,Chrysocephalum apiculatum
cicendia quadrangularis,Cicendia quadrangularis,12904,Cicendia quadrangularis,21,NA,30,NA,12,1,Cicendia quadrangularis
acaena echinata,Acaena echinata,681,Acaena echinata,27,1,37,2,15,1,Acaena echinata
daucus glochidiatus,Daucus glochidiatus,17043,Daucus glochidiatus,47,7,106,62,40,1,Daucus glochidiatus
diuris lanceolata,Diuris lanceolata,18996,Diuris lanceolata,15,NA,19,NA,12,1,Diuris lanceolata
drosera glanduligera,Drosera glanduligera,19337,Drosera glanduligera,21,NA,25,NA,13,1,Drosera glanduligera
drosera peltata,Drosera peltata,19344,Drosera peltata,61,5,103,30,23,1,Drosera peltata
drosera whittakeri,Drosera whittakeri,67460,Drosera whittakeri,18,NA,31,NA,10,1,Drosera whittakeri
drosera whittakeri,Drosera whittakeri,221997,Drosera whittakeri subsp. whittakeri,5,NA,6,NA,3,1,Drosera whittakeri
geranium solanderi,Geranium solanderi,26095,Geranium solanderi,47,1,40,3,16,1,Geranium solanderi
gonocarpus tetragynus,Gonocarpus tetragynus,26683,Gonocarpus tetragynus,41,NA,44,NA,11,1,Gonocarpus tetragynus
goodenia geniculata,Goodenia geniculata,325205,Goodenia geniculata,1,NA,1,NA,1,1,Goodenia geniculata
hydrocotyle foveolata,Hydrocotyle foveolata,68598,Hydrocotyle foveolata,10,NA,12,NA,6,1,Hydrocotyle foveolata
hypochoeris glabra,Hypochaeris glabra,30049,Hypochaeris glabra,583,118,1500,849,132,1,Hypochaeris glabra
hypochoeris radicata,Hypochaeris radicata,30052,Hypochaeris radicata,1291,104,7518,824,212,1,Hypochaeris radicata
hypoxis vaginata,Hypoxis vaginata,332837,Hypoxis vaginata,2,NA,2,NA,2,1,Hypoxis vaginata
isolepis cernua,Isolepis cernua,31156,Isolepis cernua,185,NA,210,NA,44,1,Isolepis cernua
isolepis cernua,Isolepis cernua,235268,Isolepis cernua var. meruensis,1,NA,1,NA,1,1,Isolepis cernua
isolepis cernua,Isolepis cernua,235269,Isolepis cernua var. platycarpa,21,NA,27,NA,9,1,Isolepis cernua
juncus capitatus,Juncus capitatus,31468,Juncus capitatus,290,NA,689,NA,108,1,Juncus capitatus
leptorhynchos squamatus,Leptorhynchos squamatus,32942,Leptorhynchos squamatus,36,NA,51,NA,19,1,Leptorhynchos squamatus
leptorhynchos squamatus,Leptorhynchos squamatus,237472,Leptorhynchos squamatus subsp. alpinus,6,NA,10,NA,2,1,Leptorhynchos squamatus subsp. alpinus
leptospermum myrsinoides,Leptospermum myrsinoides,32971,Leptospermum myrsinoides,101,7,202,65,55,1,Leptospermum myrsinoides
levenhookia dubia,Levenhookia dubia,33239,Levenhookia dubia,16,NA,20,NA,12,1,Levenhookia dubia
lomandra filiformis,Lomandra filiformis,34029,Lomandra filiformis,88,12,159,80,36,1,Lomandra filiformis
lomandra filiformis,Lomandra filiformis,238387,Lomandra filiformis subsp. coriacea,17,NA,16,NA,7,1,Lomandra filiformis subsp. coriacea
lomandra nana,Lomandra nana,341985,Lomandra nana,2,NA,2,NA,2,1,Lomandra nana
